year;area;level2;level2_en;area_en;Level1;level1_en;value;numerator;denominator;type;name_numerator;name_denominator;Period
2016;9;1;Shoulder surgery (acromion resection);Bergen;1;Day Surgery;131.6;565;447837;rate;number;inhabitants;2013-2017
2013;9;1;Shoulder surgery (acromion resection);Bergen;1;Day Surgery;257.6;1059;434147;rate;number;inhabitants;2013-2017
2014;9;1;Shoulder surgery (acromion resection);Bergen;1;Day Surgery;177.5;743;439777;rate;number;inhabitants;2013-2017
2015;9;1;Shoulder surgery (acromion resection);Bergen;1;Day Surgery;140.7;595;444677;rate;number;inhabitants;2013-2017
2017;9;1;Shoulder surgery (acromion resection);Bergen;1;Day Surgery;145.4;633;450597;rate;number;inhabitants;2013-2017
2016;9;1;Shoulder surgery (acromion resection);Bergen;1;Day Surgery;131.6;565;447837;rate;number;inhabitants;2013-2017
2013;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;150.9;263;178086;rate;number;inhabitants;2013-2017
2016;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;127.6;230;181059;rate;number;inhabitants;2013-2017
2017;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;133.2;242;180732;rate;number;inhabitants;2013-2017
2015;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;116.7;209;180349;rate;number;inhabitants;2013-2017
2014;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;141;251;179521;rate;number;inhabitants;2013-2017
2013;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;150.9;263;178086;rate;number;inhabitants;2013-2017
2016;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;127.6;230;181059;rate;number;inhabitants;2013-2017
2017;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;133.2;242;180732;rate;number;inhabitants;2013-2017
2015;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;116.7;209;180349;rate;number;inhabitants;2013-2017
2014;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;141;251;179521;rate;number;inhabitants;2013-2017
2013;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;150.9;263;178086;rate;number;inhabitants;2013-2017
2016;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;127.6;230;181059;rate;number;inhabitants;2013-2017
2017;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;133.2;242;180732;rate;number;inhabitants;2013-2017
2015;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;116.7;209;180349;rate;number;inhabitants;2013-2017
2014;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;141;251;179521;rate;number;inhabitants;2013-2017
2013;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;150.9;263;178086;rate;number;inhabitants;2013-2017
2016;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;127.6;230;181059;rate;number;inhabitants;2013-2017
2017;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;133.2;242;180732;rate;number;inhabitants;2013-2017
2015;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;116.7;209;180349;rate;number;inhabitants;2013-2017
2014;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;141;251;179521;rate;number;inhabitants;2013-2017
2013;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;150.9;263;178086;rate;number;inhabitants;2013-2017
2016;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;127.6;230;181059;rate;number;inhabitants;2013-2017
2017;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;133.2;242;180732;rate;number;inhabitants;2013-2017
2015;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;116.7;209;180349;rate;number;inhabitants;2013-2017
2014;10;1;Shoulder surgery (acromion resection);Fonna;1;Day Surgery;141;251;179521;rate;number;inhabitants;2013-2017
2017;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;97.9;341;364736;rate;number;inhabitants;2013-2017
2015;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;99.2;332;361646;rate;number;inhabitants;2013-2017
2016;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;85.4;291;363091;rate;number;inhabitants;2013-2017
2013;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;101.9;331;352638;rate;number;inhabitants;2013-2017
2014;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;93.4;311;358361;rate;number;inhabitants;2013-2017
2017;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;97.9;341;364736;rate;number;inhabitants;2013-2017
2015;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;99.2;332;361646;rate;number;inhabitants;2013-2017
2016;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;85.4;291;363091;rate;number;inhabitants;2013-2017
2013;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;101.9;331;352638;rate;number;inhabitants;2013-2017
2014;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;93.4;311;358361;rate;number;inhabitants;2013-2017
2017;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;97.9;341;364736;rate;number;inhabitants;2013-2017
2015;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;99.2;332;361646;rate;number;inhabitants;2013-2017
2016;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;85.4;291;363091;rate;number;inhabitants;2013-2017
2013;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;101.9;331;352638;rate;number;inhabitants;2013-2017
2014;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;93.4;311;358361;rate;number;inhabitants;2013-2017
2017;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;97.9;341;364736;rate;number;inhabitants;2013-2017
2015;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;99.2;332;361646;rate;number;inhabitants;2013-2017
2016;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;85.4;291;363091;rate;number;inhabitants;2013-2017
2013;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;101.9;331;352638;rate;number;inhabitants;2013-2017
2014;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;93.4;311;358361;rate;number;inhabitants;2013-2017
2017;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;97.9;341;364736;rate;number;inhabitants;2013-2017
2015;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;99.2;332;361646;rate;number;inhabitants;2013-2017
2016;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;85.4;291;363091;rate;number;inhabitants;2013-2017
2013;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;101.9;331;352638;rate;number;inhabitants;2013-2017
2014;11;1;Shoulder surgery (acromion resection);Stavanger;1;Day Surgery;93.4;311;358361;rate;number;inhabitants;2013-2017
2016;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;180;550;292208;rate;number;inhabitants;2013-2017
2014;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;155.4;457;286526;rate;number;inhabitants;2013-2017
2017;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;145.1;446;294738;rate;number;inhabitants;2013-2017
2015;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;141;421;289195;rate;number;inhabitants;2013-2017
2013;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;184.3;535;284290;rate;number;inhabitants;2013-2017
2016;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;180;550;292208;rate;number;inhabitants;2013-2017
2014;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;155.4;457;286526;rate;number;inhabitants;2013-2017
2017;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;145.1;446;294738;rate;number;inhabitants;2013-2017
2015;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;141;421;289195;rate;number;inhabitants;2013-2017
2013;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;184.3;535;284290;rate;number;inhabitants;2013-2017
2016;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;180;550;292208;rate;number;inhabitants;2013-2017
2014;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;155.4;457;286526;rate;number;inhabitants;2013-2017
2017;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;145.1;446;294738;rate;number;inhabitants;2013-2017
2015;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;141;421;289195;rate;number;inhabitants;2013-2017
2013;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;184.3;535;284290;rate;number;inhabitants;2013-2017
2016;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;180;550;292208;rate;number;inhabitants;2013-2017
2014;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;155.4;457;286526;rate;number;inhabitants;2013-2017
2017;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;145.1;446;294738;rate;number;inhabitants;2013-2017
2015;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;141;421;289195;rate;number;inhabitants;2013-2017
2013;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;184.3;535;284290;rate;number;inhabitants;2013-2017
2016;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;180;550;292208;rate;number;inhabitants;2013-2017
2014;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;155.4;457;286526;rate;number;inhabitants;2013-2017
2017;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;145.1;446;294738;rate;number;inhabitants;2013-2017
2015;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;141;421;289195;rate;number;inhabitants;2013-2017
2013;12;1;Shoulder surgery (acromion resection);Østfold;1;Day Surgery;184.3;535;284290;rate;number;inhabitants;2013-2017
2015;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;99;487;500764;rate;number;inhabitants;2013-2017
2014;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;110.9;531;492627;rate;number;inhabitants;2013-2017
2017;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;69.8;360;516380;rate;number;inhabitants;2013-2017
2016;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;74.5;375;508398;rate;number;inhabitants;2013-2017
2013;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;125;588;486087;rate;number;inhabitants;2013-2017
2015;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;99;487;500764;rate;number;inhabitants;2013-2017
2014;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;110.9;531;492627;rate;number;inhabitants;2013-2017
2017;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;69.8;360;516380;rate;number;inhabitants;2013-2017
2016;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;74.5;375;508398;rate;number;inhabitants;2013-2017
2013;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;125;588;486087;rate;number;inhabitants;2013-2017
2015;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;99;487;500764;rate;number;inhabitants;2013-2017
2014;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;110.9;531;492627;rate;number;inhabitants;2013-2017
2017;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;69.8;360;516380;rate;number;inhabitants;2013-2017
2016;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;74.5;375;508398;rate;number;inhabitants;2013-2017
2013;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;125;588;486087;rate;number;inhabitants;2013-2017
2015;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;99;487;500764;rate;number;inhabitants;2013-2017
2014;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;110.9;531;492627;rate;number;inhabitants;2013-2017
2017;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;69.8;360;516380;rate;number;inhabitants;2013-2017
2016;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;74.5;375;508398;rate;number;inhabitants;2013-2017
2013;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;125;588;486087;rate;number;inhabitants;2013-2017
2015;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;99;487;500764;rate;number;inhabitants;2013-2017
2014;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;110.9;531;492627;rate;number;inhabitants;2013-2017
2017;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;69.8;360;516380;rate;number;inhabitants;2013-2017
2016;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;74.5;375;508398;rate;number;inhabitants;2013-2017
2013;13;1;Shoulder surgery (acromion resection);Akershus;1;Day Surgery;125;588;486087;rate;number;inhabitants;2013-2017
2013;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;85.3;198;257808;rate;number;inhabitants;2013-2017
2015;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;61;144;265782;rate;number;inhabitants;2013-2017
2016;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;55;131;268544;rate;number;inhabitants;2013-2017
2014;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;72.3;170;263005;rate;number;inhabitants;2013-2017
2017;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;53.2;131;270681;rate;number;inhabitants;2013-2017
2013;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;85.3;198;257808;rate;number;inhabitants;2013-2017
2015;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;61;144;265782;rate;number;inhabitants;2013-2017
2016;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;55;131;268544;rate;number;inhabitants;2013-2017
2014;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;72.3;170;263005;rate;number;inhabitants;2013-2017
2017;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;53.2;131;270681;rate;number;inhabitants;2013-2017
2013;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;85.3;198;257808;rate;number;inhabitants;2013-2017
2015;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;61;144;265782;rate;number;inhabitants;2013-2017
2016;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;55;131;268544;rate;number;inhabitants;2013-2017
2014;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;72.3;170;263005;rate;number;inhabitants;2013-2017
2017;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;53.2;131;270681;rate;number;inhabitants;2013-2017
2013;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;85.3;198;257808;rate;number;inhabitants;2013-2017
2015;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;61;144;265782;rate;number;inhabitants;2013-2017
2016;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;55;131;268544;rate;number;inhabitants;2013-2017
2014;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;72.3;170;263005;rate;number;inhabitants;2013-2017
2017;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;53.2;131;270681;rate;number;inhabitants;2013-2017
2013;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;85.3;198;257808;rate;number;inhabitants;2013-2017
2015;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;61;144;265782;rate;number;inhabitants;2013-2017
2016;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;55;131;268544;rate;number;inhabitants;2013-2017
2014;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;72.3;170;263005;rate;number;inhabitants;2013-2017
2017;14;1;Shoulder surgery (acromion resection);OUS;1;Day Surgery;53.2;131;270681;rate;number;inhabitants;2013-2017
2015;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;50.9;47;146160;rate;number;inhabitants;2013-2017
2014;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;60.2;58;141836;rate;number;inhabitants;2013-2017
2013;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;52.3;45;137203;rate;number;inhabitants;2013-2017
2016;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;36.9;40;149803;rate;number;inhabitants;2013-2017
2017;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;32.3;33;152704;rate;number;inhabitants;2013-2017
2015;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;50.9;47;146160;rate;number;inhabitants;2013-2017
2014;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;60.2;58;141836;rate;number;inhabitants;2013-2017
2013;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;52.3;45;137203;rate;number;inhabitants;2013-2017
2016;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;36.9;40;149803;rate;number;inhabitants;2013-2017
2017;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;32.3;33;152704;rate;number;inhabitants;2013-2017
2015;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;50.9;47;146160;rate;number;inhabitants;2013-2017
2014;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;60.2;58;141836;rate;number;inhabitants;2013-2017
2013;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;52.3;45;137203;rate;number;inhabitants;2013-2017
2016;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;36.9;40;149803;rate;number;inhabitants;2013-2017
2017;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;32.3;33;152704;rate;number;inhabitants;2013-2017
2015;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;50.9;47;146160;rate;number;inhabitants;2013-2017
2014;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;60.2;58;141836;rate;number;inhabitants;2013-2017
2013;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;52.3;45;137203;rate;number;inhabitants;2013-2017
2016;15;1;Shoulder surgery (acromion resection);Lovisenberg;1;Day Surgery;36.9;40;149803;rate;number;inhabitants;2013-2017
