year;area;level2;level2_name;area_name;level1;level1_name;value;numerator;denominator;type;name_numerator;name_denominator;period
2016;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;131.6;565;447837;rate;antall;innbyggere;2013-2017
2013;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;257.6;1059;434147;rate;antall;innbyggere;2013-2017
2014;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;177.5;743;439777;rate;antall;innbyggere;2013-2017
2015;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;140.7;595;444677;rate;antall;innbyggere;2013-2017
2017;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;145.4;633;450597;rate;antall;innbyggere;2013-2017
2016;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;131.6;565;447837;rate;antall;innbyggere;2013-2017
2013;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;257.6;1059;434147;rate;antall;innbyggere;2013-2017
2014;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;177.5;743;439777;rate;antall;innbyggere;2013-2017
2015;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;140.7;595;444677;rate;antall;innbyggere;2013-2017
2017;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;145.4;633;450597;rate;antall;innbyggere;2013-2017
2016;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;131.6;565;447837;rate;antall;innbyggere;2013-2017
2013;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;257.6;1059;434147;rate;antall;innbyggere;2013-2017
2014;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;177.5;743;439777;rate;antall;innbyggere;2013-2017
2015;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;140.7;595;444677;rate;antall;innbyggere;2013-2017
2017;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;145.4;633;450597;rate;antall;innbyggere;2013-2017
2016;9;1;Skulderkirurgi (Acromion);Bergen;1;Dagkirurgi;131.6;565;447837;rate;antall;innbyggere;2013-2017
2013;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;150.9;263;178086;rate;antall;innbyggere;2013-2017
2016;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;127.6;230;181059;rate;antall;innbyggere;2013-2017
2017;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;133.2;242;180732;rate;antall;innbyggere;2013-2017
2015;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;116.7;209;180349;rate;antall;innbyggere;2013-2017
2014;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;141;251;179521;rate;antall;innbyggere;2013-2017
2013;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;150.9;263;178086;rate;antall;innbyggere;2013-2017
2016;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;127.6;230;181059;rate;antall;innbyggere;2013-2017
2017;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;133.2;242;180732;rate;antall;innbyggere;2013-2017
2015;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;116.7;209;180349;rate;antall;innbyggere;2013-2017
2014;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;141;251;179521;rate;antall;innbyggere;2013-2017
2013;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;150.9;263;178086;rate;antall;innbyggere;2013-2017
2016;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;127.6;230;181059;rate;antall;innbyggere;2013-2017
2017;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;133.2;242;180732;rate;antall;innbyggere;2013-2017
2015;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;116.7;209;180349;rate;antall;innbyggere;2013-2017
2014;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;141;251;179521;rate;antall;innbyggere;2013-2017
2013;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;150.9;263;178086;rate;antall;innbyggere;2013-2017
2016;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;127.6;230;181059;rate;antall;innbyggere;2013-2017
2017;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;133.2;242;180732;rate;antall;innbyggere;2013-2017
2015;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;116.7;209;180349;rate;antall;innbyggere;2013-2017
2014;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;141;251;179521;rate;antall;innbyggere;2013-2017
2013;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;150.9;263;178086;rate;antall;innbyggere;2013-2017
2016;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;127.6;230;181059;rate;antall;innbyggere;2013-2017
2017;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;133.2;242;180732;rate;antall;innbyggere;2013-2017
2015;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;116.7;209;180349;rate;antall;innbyggere;2013-2017
2014;10;1;Skulderkirurgi (Acromion);Fonna;1;Dagkirurgi;141;251;179521;rate;antall;innbyggere;2013-2017
2017;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;97.9;341;364736;rate;antall;innbyggere;2013-2017
2015;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;99.2;332;361646;rate;antall;innbyggere;2013-2017
2016;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;85.4;291;363091;rate;antall;innbyggere;2013-2017
2013;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;101.9;331;352638;rate;antall;innbyggere;2013-2017
2014;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;93.4;311;358361;rate;antall;innbyggere;2013-2017
2017;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;97.9;341;364736;rate;antall;innbyggere;2013-2017
2015;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;99.2;332;361646;rate;antall;innbyggere;2013-2017
2016;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;85.4;291;363091;rate;antall;innbyggere;2013-2017
2013;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;101.9;331;352638;rate;antall;innbyggere;2013-2017
2014;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;93.4;311;358361;rate;antall;innbyggere;2013-2017
2017;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;97.9;341;364736;rate;antall;innbyggere;2013-2017
2015;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;99.2;332;361646;rate;antall;innbyggere;2013-2017
2016;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;85.4;291;363091;rate;antall;innbyggere;2013-2017
2013;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;101.9;331;352638;rate;antall;innbyggere;2013-2017
2014;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;93.4;311;358361;rate;antall;innbyggere;2013-2017
2017;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;97.9;341;364736;rate;antall;innbyggere;2013-2017
2015;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;99.2;332;361646;rate;antall;innbyggere;2013-2017
2016;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;85.4;291;363091;rate;antall;innbyggere;2013-2017
2013;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;101.9;331;352638;rate;antall;innbyggere;2013-2017
2014;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;93.4;311;358361;rate;antall;innbyggere;2013-2017
2017;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;97.9;341;364736;rate;antall;innbyggere;2013-2017
2015;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;99.2;332;361646;rate;antall;innbyggere;2013-2017
2016;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;85.4;291;363091;rate;antall;innbyggere;2013-2017
2013;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;101.9;331;352638;rate;antall;innbyggere;2013-2017
2014;11;1;Skulderkirurgi (Acromion);Stavanger;1;Dagkirurgi;93.4;311;358361;rate;antall;innbyggere;2013-2017
2016;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;180;550;292208;rate;antall;innbyggere;2013-2017
2014;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;155.4;457;286526;rate;antall;innbyggere;2013-2017
2017;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;145.1;446;294738;rate;antall;innbyggere;2013-2017
2015;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;141;421;289195;rate;antall;innbyggere;2013-2017
2013;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;184.3;535;284290;rate;antall;innbyggere;2013-2017
2016;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;180;550;292208;rate;antall;innbyggere;2013-2017
2014;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;155.4;457;286526;rate;antall;innbyggere;2013-2017
2017;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;145.1;446;294738;rate;antall;innbyggere;2013-2017
2015;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;141;421;289195;rate;antall;innbyggere;2013-2017
2013;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;184.3;535;284290;rate;antall;innbyggere;2013-2017
2016;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;180;550;292208;rate;antall;innbyggere;2013-2017
2014;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;155.4;457;286526;rate;antall;innbyggere;2013-2017
2017;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;145.1;446;294738;rate;antall;innbyggere;2013-2017
2015;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;141;421;289195;rate;antall;innbyggere;2013-2017
2013;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;184.3;535;284290;rate;antall;innbyggere;2013-2017
2016;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;180;550;292208;rate;antall;innbyggere;2013-2017
2014;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;155.4;457;286526;rate;antall;innbyggere;2013-2017
2017;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;145.1;446;294738;rate;antall;innbyggere;2013-2017
2015;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;141;421;289195;rate;antall;innbyggere;2013-2017
2013;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;184.3;535;284290;rate;antall;innbyggere;2013-2017
2016;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;180;550;292208;rate;antall;innbyggere;2013-2017
2014;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;155.4;457;286526;rate;antall;innbyggere;2013-2017
2017;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;145.1;446;294738;rate;antall;innbyggere;2013-2017
2015;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;141;421;289195;rate;antall;innbyggere;2013-2017
2013;12;1;Skulderkirurgi (Acromion);Østfold;1;Dagkirurgi;184.3;535;284290;rate;antall;innbyggere;2013-2017
2015;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;99;487;500764;rate;antall;innbyggere;2013-2017
2014;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;110.9;531;492627;rate;antall;innbyggere;2013-2017
2017;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;69.8;360;516380;rate;antall;innbyggere;2013-2017
2016;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;74.5;375;508398;rate;antall;innbyggere;2013-2017
2013;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;125;588;486087;rate;antall;innbyggere;2013-2017
2015;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;99;487;500764;rate;antall;innbyggere;2013-2017
2014;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;110.9;531;492627;rate;antall;innbyggere;2013-2017
2017;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;69.8;360;516380;rate;antall;innbyggere;2013-2017
2016;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;74.5;375;508398;rate;antall;innbyggere;2013-2017
2013;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;125;588;486087;rate;antall;innbyggere;2013-2017
2015;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;99;487;500764;rate;antall;innbyggere;2013-2017
2014;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;110.9;531;492627;rate;antall;innbyggere;2013-2017
2017;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;69.8;360;516380;rate;antall;innbyggere;2013-2017
2016;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;74.5;375;508398;rate;antall;innbyggere;2013-2017
2013;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;125;588;486087;rate;antall;innbyggere;2013-2017
2015;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;99;487;500764;rate;antall;innbyggere;2013-2017
2014;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;110.9;531;492627;rate;antall;innbyggere;2013-2017
2017;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;69.8;360;516380;rate;antall;innbyggere;2013-2017
2016;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;74.5;375;508398;rate;antall;innbyggere;2013-2017
2013;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;125;588;486087;rate;antall;innbyggere;2013-2017
2015;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;99;487;500764;rate;antall;innbyggere;2013-2017
2014;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;110.9;531;492627;rate;antall;innbyggere;2013-2017
2017;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;69.8;360;516380;rate;antall;innbyggere;2013-2017
2016;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;74.5;375;508398;rate;antall;innbyggere;2013-2017
2013;13;1;Skulderkirurgi (Acromion);Akershus;1;Dagkirurgi;125;588;486087;rate;antall;innbyggere;2013-2017
2013;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;85.3;198;257808;rate;antall;innbyggere;2013-2017
2015;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;61;144;265782;rate;antall;innbyggere;2013-2017
2016;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;55;131;268544;rate;antall;innbyggere;2013-2017
2014;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;72.3;170;263005;rate;antall;innbyggere;2013-2017
2017;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;53.2;131;270681;rate;antall;innbyggere;2013-2017
2013;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;85.3;198;257808;rate;antall;innbyggere;2013-2017
2015;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;61;144;265782;rate;antall;innbyggere;2013-2017
2016;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;55;131;268544;rate;antall;innbyggere;2013-2017
2014;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;72.3;170;263005;rate;antall;innbyggere;2013-2017
2017;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;53.2;131;270681;rate;antall;innbyggere;2013-2017
2013;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;85.3;198;257808;rate;antall;innbyggere;2013-2017
2015;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;61;144;265782;rate;antall;innbyggere;2013-2017
2016;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;55;131;268544;rate;antall;innbyggere;2013-2017
2014;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;72.3;170;263005;rate;antall;innbyggere;2013-2017
2017;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;53.2;131;270681;rate;antall;innbyggere;2013-2017
2013;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;85.3;198;257808;rate;antall;innbyggere;2013-2017
2015;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;61;144;265782;rate;antall;innbyggere;2013-2017
2016;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;55;131;268544;rate;antall;innbyggere;2013-2017
2014;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;72.3;170;263005;rate;antall;innbyggere;2013-2017
2017;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;53.2;131;270681;rate;antall;innbyggere;2013-2017
2013;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;85.3;198;257808;rate;antall;innbyggere;2013-2017
2015;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;61;144;265782;rate;antall;innbyggere;2013-2017
2016;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;55;131;268544;rate;antall;innbyggere;2013-2017
2014;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;72.3;170;263005;rate;antall;innbyggere;2013-2017
2017;14;1;Skulderkirurgi (Acromion);OUS;1;Dagkirurgi;53.2;131;270681;rate;antall;innbyggere;2013-2017
2015;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;50.9;47;146160;rate;antall;innbyggere;2013-2017
2014;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;60.2;58;141836;rate;antall;innbyggere;2013-2017
2013;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;52.3;45;137203;rate;antall;innbyggere;2013-2017
2016;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;36.9;40;149803;rate;antall;innbyggere;2013-2017
2017;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;32.3;33;152704;rate;antall;innbyggere;2013-2017
2015;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;50.9;47;146160;rate;antall;innbyggere;2013-2017
2014;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;60.2;58;141836;rate;antall;innbyggere;2013-2017
2013;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;52.3;45;137203;rate;antall;innbyggere;2013-2017
2016;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;36.9;40;149803;rate;antall;innbyggere;2013-2017
2017;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;32.3;33;152704;rate;antall;innbyggere;2013-2017
2015;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;50.9;47;146160;rate;antall;innbyggere;2013-2017
2014;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;60.2;58;141836;rate;antall;innbyggere;2013-2017
2013;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;52.3;45;137203;rate;antall;innbyggere;2013-2017
2016;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;36.9;40;149803;rate;antall;innbyggere;2013-2017
2017;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;32.3;33;152704;rate;antall;innbyggere;2013-2017
2015;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;50.9;47;146160;rate;antall;innbyggere;2013-2017
2014;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;60.2;58;141836;rate;antall;innbyggere;2013-2017
2013;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;52.3;45;137203;rate;antall;innbyggere;2013-2017
2016;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;36.9;40;149803;rate;antall;innbyggere;2013-2017
2017;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;32.3;33;152704;rate;antall;innbyggere;2013-2017
2015;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;50.9;47;146160;rate;antall;innbyggere;2013-2017
2014;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;60.2;58;141836;rate;antall;innbyggere;2013-2017
2013;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;52.3;45;137203;rate;antall;innbyggere;2013-2017
2016;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;36.9;40;149803;rate;antall;innbyggere;2013-2017
2017;15;1;Skulderkirurgi (Acromion);Lovisenberg;1;Dagkirurgi;32.3;33;152704;rate;antall;innbyggere;2013-2017
2014;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;60.7;77;135113;rate;antall;innbyggere;2013-2017
2016;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;45.9;61;139037;rate;antall;innbyggere;2013-2017
2015;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;48.6;63;137652;rate;antall;innbyggere;2013-2017
2013;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;76.9;96;132704;rate;antall;innbyggere;2013-2017
2017;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;36.6;49;140351;rate;antall;innbyggere;2013-2017
2014;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;60.7;77;135113;rate;antall;innbyggere;2013-2017
2016;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;45.9;61;139037;rate;antall;innbyggere;2013-2017
2015;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;48.6;63;137652;rate;antall;innbyggere;2013-2017
2013;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;76.9;96;132704;rate;antall;innbyggere;2013-2017
2017;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;36.6;49;140351;rate;antall;innbyggere;2013-2017
2014;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;60.7;77;135113;rate;antall;innbyggere;2013-2017
2016;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;45.9;61;139037;rate;antall;innbyggere;2013-2017
2015;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;48.6;63;137652;rate;antall;innbyggere;2013-2017
2013;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;76.9;96;132704;rate;antall;innbyggere;2013-2017
2017;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;36.6;49;140351;rate;antall;innbyggere;2013-2017
2014;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;60.7;77;135113;rate;antall;innbyggere;2013-2017
2016;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;45.9;61;139037;rate;antall;innbyggere;2013-2017
2015;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;48.6;63;137652;rate;antall;innbyggere;2013-2017
2013;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;76.9;96;132704;rate;antall;innbyggere;2013-2017
2017;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;36.6;49;140351;rate;antall;innbyggere;2013-2017
2014;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;60.7;77;135113;rate;antall;innbyggere;2013-2017
2016;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;45.9;61;139037;rate;antall;innbyggere;2013-2017
2015;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;48.6;63;137652;rate;antall;innbyggere;2013-2017
2013;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;76.9;96;132704;rate;antall;innbyggere;2013-2017
2017;16;1;Skulderkirurgi (Acromion);Diakonhjemmet;1;Dagkirurgi;36.6;49;140351;rate;antall;innbyggere;2013-2017
2015;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;130.3;558;398463;rate;antall;innbyggere;2013-2017
2013;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;159;663;395901;rate;antall;innbyggere;2013-2017
2017;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;96.8;426;401740;rate;antall;innbyggere;2013-2017
2014;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;153.5;646;397771;rate;antall;innbyggere;2013-2017
2016;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;116.5;504;400214;rate;antall;innbyggere;2013-2017
2015;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;130.3;558;398463;rate;antall;innbyggere;2013-2017
2013;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;159;663;395901;rate;antall;innbyggere;2013-2017
2017;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;96.8;426;401740;rate;antall;innbyggere;2013-2017
2014;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;153.5;646;397771;rate;antall;innbyggere;2013-2017
2016;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;116.5;504;400214;rate;antall;innbyggere;2013-2017
2015;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;130.3;558;398463;rate;antall;innbyggere;2013-2017
2013;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;159;663;395901;rate;antall;innbyggere;2013-2017
2017;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;96.8;426;401740;rate;antall;innbyggere;2013-2017
2014;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;153.5;646;397771;rate;antall;innbyggere;2013-2017
2016;17;1;Skulderkirurgi (Acromion);Innlandet;1;Dagkirurgi;116.5;504;400214;rate;antall;innbyggere;2013-2017
