area;level2;level2_name;area_name;level1;level1_name;value;numerator;denominator;type;numerator_name;denominator_name;period
16;39;Andel eldre i 2017;Vestre Viken;10;Befolkningsutvikling;7.272626542;35443;487348;Andel (%);Antall eldre;Totalbefolkning;2013-2015
17;39;Andel eldre i 2017;Vestfold;10;Befolkningsutvikling;7.9692852719;18401;230899;Andel (%);Antall eldre;Totalbefolkning;2013-2015
18;39;Andel eldre i 2017;Telemark;10;Befolkningsutvikling;8.195860525;14204;173307;Andel (%);Antall eldre;Totalbefolkning;2013-2015
19;39;Andel eldre i 2017;Sørlandet;10;Befolkningsutvikling;6.964350425;20948;300789;Andel (%);Antall eldre;Totalbefolkning;2013-2015
20;39;Andel eldre i 2017;Indre Oslo;10;Befolkningsutvikling;4.4401744911;12825;288840;Andel (%);Antall eldre;Totalbefolkning;2013-2015
8888;39;Andel eldre i 2017;Norge;10;Befolkningsutvikling;7.023330849;369309;5258317;Andel (%);Antall eldre;Totalbefolkning;2013-2015
1;40;Andel eldre i 2040;Finnmark;10;Befolkningsutvikling;12.675186;10256;80914;Andel (%);Antall eldre;Totalbefolkning;2013-2015
2;40;Andel eldre i 2040;UNN;10;Befolkningsutvikling;13.071735778;27293;208794;Andel (%);Antall eldre;Totalbefolkning;2013-2015
3;40;Andel eldre i 2040;Nordland;10;Befolkningsutvikling;13.925404364;20964;150545;Andel (%);Antall eldre;Totalbefolkning;2013-2015
4;40;Andel eldre i 2040;Helgeland;10;Befolkningsutvikling;14.958540225;12231;81766;Andel (%);Antall eldre;Totalbefolkning;2013-2015
5;40;Andel eldre i 2040;Nord-Trøndelag;10;Befolkningsutvikling;13.610729976;21625;158882;Andel (%);Antall eldre;Totalbefolkning;2013-2015
6;40;Andel eldre i 2040;St. Olavs;10;Befolkningsutvikling;11.169896171;42225;378025;Andel (%);Antall eldre;Totalbefolkning;2013-2015
7;40;Andel eldre i 2040;Møre og Romsdal;10;Befolkningsutvikling;13.493230149;40939;303404;Andel (%);Antall eldre;Totalbefolkning;2013-2015
8;40;Andel eldre i 2040;Førde;10;Befolkningsutvikling;14.780086917;17481;118274;Andel (%);Antall eldre;Totalbefolkning;2013-2015
9;40;Andel eldre i 2040;Bergen;10;Befolkningsutvikling;10.935802532;60599;554134;Andel (%);Antall eldre;Totalbefolkning;2013-2015
10;40;Andel eldre i 2040;Fonna;10;Befolkningsutvikling;12.304554089;26300;213742;Andel (%);Antall eldre;Totalbefolkning;2013-2015
11;40;Andel eldre i 2040;Stavanger;10;Befolkningsutvikling;9.9048011004;45727;461665;Andel (%);Antall eldre;Totalbefolkning;2013-2015
12;40;Andel eldre i 2040;Østfold;10;Befolkningsutvikling;12.554841155;44384;353521;Andel (%);Antall eldre;Totalbefolkning;2013-2015
13;40;Andel eldre i 2040;Akershus;10;Befolkningsutvikling;10.275208206;68635;667967;Andel (%);Antall eldre;Totalbefolkning;2013-2015
14;40;Andel eldre i 2040;OUS;10;Befolkningsutvikling;8.6950013242;30204;347372;Andel (%);Antall eldre;Totalbefolkning;2013-2015
15;40;Andel eldre i 2040;Innlandet;10;Befolkningsutvikling;14.23216161;64238;451358;Andel (%);Antall eldre;Totalbefolkning;2013-2015
16;40;Andel eldre i 2040;Vestre Viken;10;Befolkningsutvikling;11.936169962;70768;592887;Andel (%);Antall eldre;Totalbefolkning;2013-2015
17;40;Andel eldre i 2040;Vestfold;10;Befolkningsutvikling;13.176965946;36365;275974;Andel (%);Antall eldre;Totalbefolkning;2013-2015
18;40;Andel eldre i 2040;Telemark;10;Befolkningsutvikling;14.039516557;26973;192122;Andel (%);Antall eldre;Totalbefolkning;2013-2015
19;40;Andel eldre i 2040;Sørlandet;10;Befolkningsutvikling;11.54781016;43376;375621;Andel (%);Antall eldre;Totalbefolkning;2013-2015
20;40;Andel eldre i 2040;Indre Oslo;10;Befolkningsutvikling;8.2098990669;29925;364499;Andel (%);Antall eldre;Totalbefolkning;2013-2015
8888;40;Andel eldre i 2040;Norge;10;Befolkningsutvikling;11.695679958;740508;6331466;Andel (%);Antall eldre;Totalbefolkning;2013-2015
1;41;Vekst i antall eldre;Finnmark;10;Befolkningsutvikling;95.912129895;5235;10256;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
2;41;Vekst i antall eldre;UNN;10;Befolkningsutvikling;91.920399409;14221;27293;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
3;41;Vekst i antall eldre;Nordland;10;Befolkningsutvikling;88.796829971;11104;20964;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
4;41;Vekst i antall eldre;Helgeland;10;Befolkningsutvikling;76.442585113;6932;12231;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
5;41;Vekst i antall eldre;Nord-Trøndelag;10;Befolkningsutvikling;86.213725997;11613;21625;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
6;41;Vekst i antall eldre;St. Olavs;10;Befolkningsutvikling;99.005561316;21218;42225;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
7;41;Vekst i antall eldre;Møre og Romsdal;10;Befolkningsutvikling;93.108490566;21200;40939;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
8;41;Vekst i antall eldre;Førde;10;Befolkningsutvikling;82.207629769;9594;17481;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
9;41;Vekst i antall eldre;Bergen;10;Befolkningsutvikling;101.29883072;30104;60599;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
10;41;Vekst i antall eldre;Fonna;10;Befolkningsutvikling;95.480897874;13454;26300;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
11;41;Vekst i antall eldre;Stavanger;10;Befolkningsutvikling;130.60668718;19829;45727;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
12;41;Vekst i antall eldre;Østfold;10;Befolkningsutvikling;99.084955593;22294;44384;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
13;41;Vekst i antall eldre;Akershus;10;Befolkningsutvikling;125.62458909;30420;68635;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
14;41;Vekst i antall eldre;OUS;10;Befolkningsutvikling;105.39952397;14705;30204;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
15;41;Vekst i antall eldre;Innlandet;10;Befolkningsutvikling;80.621397441;35565;64238;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
16;41;Vekst i antall eldre;Vestre Viken;10;Befolkningsutvikling;99.667071072;35443;70768;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
17;41;Vekst i antall eldre;Vestfold;10;Befolkningsutvikling;97.625129069;18401;36365;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
18;41;Vekst i antall eldre;Telemark;10;Befolkningsutvikling;89.897212053;14204;26973;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
19;41;Vekst i antall eldre;Sørlandet;10;Befolkningsutvikling;107.06511361;20948;43376;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
20;41;Vekst i antall eldre;Indre Oslo;10;Befolkningsutvikling;133.33333333;12825;29925;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
8888;41;Vekst i antall eldre;Norge;10;Befolkningsutvikling;100.51176657;369309;740508;Vekst (%);Eldre i 2017;Eldre i 2040;2013-2015
